id,不知道,不知道
4902800,魔术戏法,魔術戲法
4902810,那个…最近孩子们总是吵着让我变魔术，所以我需要一些魔术道具…,那個…最近孩子們總是吵著讓我變魔術，所以我需要一些魔術道具…
4902900,山林之火,山林之火
4902910,猎户和守林人们需要一些明亮但是不会引发火灾的东西来照亮林区。,獵戶和守林人們需要一些明亮但是不會引發火災的東西來照亮林區。
4903000,火力四射,火力四射
4903010,燃火蘑菇看着很可爱但给我的时候不能直接拿在手上，很容易烫伤哦。,燃火蘑菇看著很可愛但給我的時候不能直接拿在手上，很容易燙傷哦。
4903100,高级锻造,高級鍛造
4903110,我最近要加工一批高级工艺品，锻造的过程中不能掺杂其他金属，你这有提纯火元素吗？,我最近要加工一批高級工藝品，鍛造的過程中不能摻雜其他金屬，你這有提純火元素嗎？
4903200,冬日一缕烟,冬日一縷煙
4903210,最近天气好冷，好想吃火锅，露西姆可以卖我点火锅底料吗？,最近天氣好冷，好想吃火鍋，露西姆可以賣我點火鍋底料嗎？
4903300,昏睡功效,昏睡功效
4903310,我想试试昏睡药粉和昏睡面包哪个功效更强，至于怎么试嘛，小孩子不用知道啦。,我想試試昏睡藥粉和昏睡麵包哪個功效更強，至於怎麼試嘛，小孩子不用知道啦。
4903400,坏运气,壞運氣
4903410,为什么厄运药粉真的能引来霉运呢？我需要更多厄运药粉来研究坏运气的原理。,為什麼厄運藥粉真的能引來黴運呢？我需要更多厄運藥粉來研究壞運氣的原理。
4903500,工作狂,工作狂
4903510,一直研究学术让我感到疲惫，如果有回魔药粉我就能继续进行我的研究了。,一直研究學術讓我感到疲憊，如果有回魔藥粉我就能繼續進行我的研究了。
4903600,闪光粉末,閃光粉末
4903610,哇！这种能让衣服闪闪发光的粉末真的太好看了。请务必再给我一些！,哇！這種能讓衣服閃閃發光的粉末真的太好看了。請務必再給我一些！
4903700,胆子试炼,膽子試鍊
4903710,碧翠丝说我不敢吃火爆药粉，今天我一定要当着她面把这药粉吃下去！,碧翠絲說我不敢吃火爆藥粉，今天我一定要當著她面把這藥粉吃下去！
4903800,牙齿清洁,牙齒清潔
4903810,自然精华能有效清洁牙齿，我想带一些回家让我爸好好刷牙。,自然精華能有效清潔牙齒，我想帶一些回家讓我爸好好刷牙。
4903900,解热止暑,解熱止暑
4903910,最近的天气让农夫们苦不堪言，希望功能能解决最近天气的问题…,最近的天氣讓農夫們苦不堪言，希望功能能解決最近天氣的問題…
4904000,爱心棉衣,愛心棉衣
4904010,你炼制出新的七彩棉花了吗？放心，用这棉花做出来的第一件衣服肯定给你穿。,你鍊製出新的七彩棉花了嗎？放心，用這棉花做出來的第一件衣服肯定給你穿。
4904100,畅销品,暢銷品
4904110,这充满异域风情的绒布在大陆很受欢迎，这次我想带过去更多绒布。,這充滿異域風情的絨布在大陸很受歡迎，這次我想帶過去更多絨布。
4904200,云间漫步,雲間漫步
4904210,你想过在云间漫步的感受吗，在软绵绵的天上行走一定是很奇妙的体验，翼根果能够让人漂浮在天上，请帮我收集一些吧！,你想過在雲間漫步的感受嗎，在軟綿綿的天上行走一定是很奇妙的體驗，翼根果能夠讓人漂浮在天上，請幫我收集一些吧！
4904300,虚荣心,虛榮心
4904310,暴发户喜欢用勋章吹嘘自己，但贵族都知道这种勋章可以批量炼制。,暴發戶喜歡用勳章吹噓自己，但貴族都知道這種勳章可以批量鍊製。
4904400,奢侈品需求,奢侈品需求
4904410,大陆上的人对于宝石的追求是十分真实且狂热的，如果我们可以低价产出红宝石的话…,大陸上的人對於寶石的追求是十分真實且狂熱的，如果我們可以低價產出紅寶石的話…
4904500,强化锻造,強化鍛造
4904510,村子周围的魔物似乎更猖獗了，冒险家们需要坚硬的武器，打造这样的武器就需要纯净高温火焰，这依然需要工坊的帮助呀。,村子周圍的魔物似乎更猖獗了，冒險家們需要堅硬的武器，打造這樣的武器就需要純淨高溫火焰，這依然需要工坊的幫助呀。
4904600,招财,招財
4904610,最近酒馆生意不行，听说地藏能带来财运，你能帮忙做一个吗？,最近酒館生意不行，聽說地藏能帶來財運，你能幫忙做一個嗎？
4904700,篝火晚会,篝火晚會
4904710,小镇好久没办过篝火晚会了，我们需要一个能一直燃起熊熊烈火的魔法火炕。,小鎮好久沒辦過篝火晚會了，我們需要一個能一直燃起熊熊烈火的魔法火炕。
4904800,坚固的守护,堅固的守護
4904810,最近罗兰镇的外墙有有些缺损，很多狼獾钻进了镇子里，为了大家安全我们要尽早修好城墙的漏洞啊！,最近羅蘭鎮的外牆有有些缺損，很多狼獾鑽進了鎮子裏，為了大家安全我們要儘早修好城牆的漏洞啊！
4904900,奇怪的需求,奇怪的需求
4904910,焦炭树枝能使周围土地干涸，尽管对庄稼不好但有些地方还是用的上。,焦炭樹枝能使周圍土地乾涸，儘管對莊稼不好但有些地方還是用的上。
4905000,火灾隐患,火災隱患
4905010,能随处生火的营火是旅行必备炼成品，不过用的时候要当心不要引起火灾！,能隨處生火的營火是旅行必備鍊成品，不過用的時候要當心不要引起火災！
4905100,洗衣妙方,洗衣妙方
4905110,最近因为风暴的原因，镇民的衣服需要换洗的速度十分之快，我希望功能能够制作一些洗衣粉分担忧虑。,最近因為風暴的原因，鎮民的衣服需要換洗的速度十分之快，我希望功能能夠製作一些洗衣粉分擔憂慮。
4905200,工业盐,工業鹽
4905210,最近精盐用完了来你这采购一些。哦对了，精盐可是工业盐不能乱吃的哦。,最近精鹽用完了來你這採購一些。哦對了，精鹽可是工業鹽不能亂吃的哦。
4905300,热情的口感,熱情的口感
4905310,嘶哈嘶哈！辣椒盐真的是绝对的绝对的绝对的美食伴侣！但是酒馆的存量不多了，拜托工坊再多收集一些吧！,嘶哈嘶哈！辣椒鹽真的是絕對的絕對的絕對的美食伴侶！但是酒館的存量不多了，拜託工坊再多收集一些吧！
4905400,金玉其外,金玉其外
4905410,积年累月的使用导致我们的农具都有不同的生锈，也许是时候对农具进行一次打磨翻新了。,積年累月的使用導致我們的農具都有不同的生銹，也許是時候對農具進行一次打磨翻新了。
4905500,钓鱼大赛,釣魚大賽
4905510,镇里想举报钓鱼大赛，但是以前的钓鱼竿都太旧了，我们需要新的一批钓鱼竿。,鎮裏想舉報釣魚大賽，但是以前的釣魚竿都太舊了，我們需要新的一批釣魚竿。
4905600,当我入睡,當我入睡
4905610,教堂最近多了很多受到失眠折磨的信徒，我需要一些美梦熏香帮助他们安眠。,教堂最近多了很多受到失眠折磨的信徒，我需要一些美夢熏香幫助他們安眠。
4905700,野蛮生长,野蠻生長
4905710,最近的粮食有些紧缺，如果能快速催熟农作物就好了啊！,最近的糧食有些緊缺，如果能快速催熟農作物就好了啊！
4905800,迷人香薰,迷人香薰
4905810,果香配上古树的熏香真是让人欲罢不能，这种熏香如果能多产一些就太好了~,果香配上古樹的熏香真是讓人欲罷不能，這種熏香如果能多產一些就太好了~
4905900,奇怪趣味,奇怪趣味
4905910,这种熏香一直向四周散发出不详的气息，大陆上有些人却对此情有独钟。每次我带去大陆卖都会被他们抢购一空。,這種熏香一直向四周散發出不詳的氣息，大陸上有些人卻對此情有獨鐘。每次我帶去大陸賣都會被他們搶購一空。
4906000,蓝色情调,藍色情調
4906010,创作时的氛围很重要，最近我正在设计一批能体现高贵气质的礼服，我需要蓝调香薰带给我灵感。,創作時的氛圍很重要，最近我正在設計一批能體現高貴氣質的禮服，我需要藍調香薰帶給我靈感。
4906100,爱美的秘诀,愛美的秘訣
4906110,如果能用仙叶花洒洗澡的话，皮肤一定会很香很光滑吧~所以就拜托工坊将这种福祉带给我啦~,如果能用仙葉花灑洗澡的話，皮膚一定會很香很光滑吧~所以就拜託工坊將這種福祉帶給我啦~
4906200,神奇配方,神奇配方
4906210,古代秘药的配方十分奇特，这些奇怪的素材融合在一起居然能发挥这么大的功效，最初是谁先发现这个配方的呢？,古代秘藥的配方十分奇特，這些奇怪的素材融合在一起居然能發揮這麼大的功效，最初是誰先發現這個配方的呢？
4906300,谁在偷吃,誰在偷吃
4906310,有新炼制出的蜜罐吗？家里的蜜罐不知不觉中被我爸吃完了……（脸红）这么看着我干嘛，当然不是我吃的！,有新鍊製出的蜜罐嗎？家裏的蜜罐不知不覺中被我爸吃完了……（臉紅）這麼看著我幹嘛，當然不是我吃的！
4906400,完美药膏,完美藥膏
4906410,蜂蜜药膏又能治疗伤口又很好吃，发明这个药膏的人真是天才！,蜂蜜藥膏又能治療傷口又很好吃，發明這個藥膏的人真是天才！
4906500,蜜饯,蜜餞
4906510,我依稀记得大陆上有一种特别好吃的小吃叫蜜饯，如果可以的话工坊能不能……,我依稀記得大陸上有一種特別好吃的小吃叫蜜餞，如果可以的話工坊能不能……
4906600,饮品拍档,飲品拍檔
4906610,苦茶也好，药汤也好，如果缺了密浆的搭配就完全难以下咽了啊！,苦茶也好，藥湯也好，如果缺了密漿的搭配就完全難以下咽了啊！
4906700,春天的味道,春天的味道
4906710,好久没有闻到过春天的味道了！如果能时时刻刻感受到春天的话就好了…,好久沒有聞到過春天的味道了！如果能時時刻刻感受到春天的話就好了…
4906800,大补丸,大補丸
4906810,年纪大了总是磕磕碰碰，如果有万用药就好了，正好还能补补身子。,年紀大了總是磕磕碰碰，如果有萬用藥就好了，正好還能補補身子。
4906900,中医疗法,中醫療法
4906910,最近的病人们仿佛都不太喜欢通过直接的治疗调理身体了，这样的话也许只能依靠草药原本的效力来治疗伤痛了…,最近的病人們仿佛都不太喜歡通過直接的治療調理身體了，這樣的話也許只能依靠草藥原本的效力來治療傷痛了…
4907000,逃跑神器,逃跑神器
4907010,呛鼻粉尘很适合用来逃跑，看到这个我又想起了过去当神偷的时光。,嗆鼻粉塵很適合用來逃跑，看到這個我又想起了過去當神偷的時光。
4907100,古铜古香,古銅古香
4907110,我需要一套纯铜打造的茶具，但是缺少很多精纯铜锭，不知道这件事是否能够委托给工坊来收集。,我需要一套純銅打造的茶具，但是缺少很多精純銅錠，不知道這件事是否能夠委託給工坊來收集。
4907200,星辰色彩,星辰色彩
4907210,我听说有一种晶簇能够投射星空的色彩，如果放在教堂的话一定会大大的增加教堂的吸引力吧！,我聽說有一種晶簇能夠投射星空的色彩，如果放在教堂的話一定會大大的增加教堂的吸引力吧！
4907300,蚯蚓模型,蚯蚓模型
4907310,如果能将蚯蚓的生态体系固定可视化，一定是非常好的教具吧。,如果能將蚯蚓的生態體系固定可視化，一定是非常好的教具吧。
4907400,荆棘耳环,荊棘耳環
4907410,听说北方的部族会佩戴荆棘作为装饰，这样不会扎伤自己吗？我也想研究研究…,聽說北方的部族會佩戴荊棘作為裝飾，這樣不會紮傷自己嗎？我也想研究研究…
4907500,神圣的气息,神聖的氣息
4907510,教会发现了在琉璃岛附近曾出现过的祝福石板，如果工坊有能力能够制作的话再好不过了。,教會發現了在琉璃島附近曾出現過的祝福石板，如果工坊有能力能夠製作的話再好不過了。
4907600,万花筒,萬花筒
4907610,如果彩虹能够从天上摘下来该有多好啊，如果可以的话我也想随时随地见到彩虹呢！,如果彩虹能夠從天上摘下來該有多好啊，如果可以的話我也想隨時隨地見到彩虹呢！
4907700,最棒装饰品,最棒裝飾品
4907710,海洋之心是最棒的装饰品，只有它才能配的上我设计的海洋系列礼服。,海洋之心是最棒的裝飾品，只有它才能配的上我設計的海洋系列禮服。
4907800,工匠精神,工匠精神
4907810,年纪大了，最近干精细活都看不太清楚了。我还是用放大镜片吧，这岁数不服老不行啊。,年紀大了，最近幹精細活都看不太清楚了。我還是用放大鏡片吧，這歲數不服老不行啊。
4907900,彩虹棱彩,彩虹棱彩
4907910,你知道吗，有些野兽十分惧怕阳光，所以使用折光镜对付怕光的野兽也是一种很好的办法哦！,你知道嗎，有些野獸十分懼怕陽光，所以使用折光鏡對付怕光的野獸也是一種很好的辦法哦！
4908000,奢华金粉,奢華金粉
4908010,美食的最佳包装当然是可食用的金粉了！为了酒馆的人气，就拜托工坊帮我们产出金粉了！,美食的最佳包裝當然是可食用的金粉了！為了酒館的人氣，就拜託工坊幫我們產出金粉了！
4908100,硬度测试,硬度測試
4908110,甲贝在经过高温锻造之后到底能有多高的硬度，这值得我好好研究一番，我需要更多甲贝来做实验。,甲貝在經過高溫鍛造之後到底能有多高的硬度，這值得我好好研究一番，我需要更多甲貝來做實驗。
4908200,虚张声势,虛張聲勢
4908210,"在其他地方旅行的时候打了一个赌…
如果我一定时间里找不到贤者石的话，我就会输掉我的远洋号的！","在其他地方旅行的時候打了一個賭…
如果我一定時間裏找不到賢者石的話，我就會輸掉我的遠洋號的！"
4908300,危险爆弹,危險爆彈
4908310,能多给我一些火焰爆弹吗，这真的很好玩！放心我不会对着人放的。,能多給我一些火焰爆彈嗎，這真的很好玩！放心我不會對著人放的。
4908400,跌打保护,跌打保護
4908410,村里的老人最近总是摔跤，请给这些老人家准备一些护身甲片吧。,村裏的老人最近總是摔跤，請給這些老人家準備一些護身甲片吧。
4908500,元素之力,元素之力
4908510,教堂最近来了很多孩子，我想要一些元素精华教他们感受元素之力。,教堂最近來了很多孩子，我想要一些元素精華教他們感受元素之力。
4908600,惊恐节,驚恐節
4908610,距离惊恐节越来越近了，我应该怎么吓唬其他人呢…,距離驚恐節越來越近了，我應該怎麼嚇唬其他人呢…
4908700,小火炉,小火爐
4908710,我想大家都不会介意自己被子里有一个能自动发热的小火炉吧~反正我是受不了这个冬天了！,我想大家都不會介意自己被子裏有一個能自動發熱的小火爐吧~反正我是受不了這個冬天了！
4908800,快速修补,快速修補
4908810,对于金属器具来说，最好的修复方式当然是用高温熔化然后凝结了吧！,對於金屬器具來說，最好的修復方式當然是用高溫熔化然後凝結了吧！
4908900,探险准备,探險準備
4908910,这次探险比较危险，再给我一些速疗药剂吧，等我回来跟你讲讲我这次探险故事。,這次探險比較危險，再給我一些速療藥劑吧，等我回來跟你講講我這次探險故事。
4909000,节庆气氛,節慶氣氛
4909010,虽然最近没有什么节日，但是随身携带一些小礼炮的话总是会给人带来一些惊喜吧~,雖然最近沒有什麼節日，但是隨身攜帶一些小禮炮的話總是會給人帶來一些驚喜吧~
4909100,兽窟探险,獸窟探險
4909110,最近的冒险家们仿佛更愿意去森林野地地区冒险，真不知道是为了什么…,最近的冒險家們仿佛更願意去森林野地地區冒險，真不知道是為了什麼…
4909200,教会订单,教會訂單
4909210,除厄灵药只是作为心理安慰而存在的哦，绝对不可以依靠这种东西才是。,除厄靈藥只是作為心理安慰而存在的哦，絕對不可以依靠這種東西才是。
4909300,漂亮罐子,漂亮罐子
4909310,漂亮的镶金罐子不管去哪卖都是畅销货，麻烦帮我多炼制几个吧。,漂亮的鑲金罐子不管去哪賣都是暢銷貨，麻煩幫我多鍊製幾個吧。
4909400,罹难者,罹難者
4909410,被遗忘的冒险者，我希望工坊能在探索野地的同时帮我们找到那些罹难者的遗物…,被遺忘的冒險者，我希望工坊能在探索野地的同時幫我們找到那些罹難者的遺物…
4909500,神秘石板,神秘石板
4909510,听说最近出现了很多用血字书写的石板啊，为什么会在石板上出现血字呢？请工坊多提供一些研究素材吧！,聽說最近出現了很多用血字書寫的石板啊，為什麼會在石板上出現血字呢？請工坊多提供一些研究素材吧！
4909600,神秘文字,神秘文字
4909610,石板在蚯蚓的作用下居然浮现出了神秘的文字，请务必多给我符文让我进行研究。,石板在蚯蚓的作用下居然浮現出了神秘的文字，請務必多給我符文讓我進行研究。
4909700,忏悔仪式,懺悔儀式
4909710,圣洁的泉水能洗去忏悔之人的罪孽，我需要更多泉水主持信徒的忏悔仪式。,聖潔的泉水能洗去懺悔之人的罪孽，我需要更多泉水主持信徒的懺悔儀式。
4909800,美颜秘方,美顏秘方
4909810,最近工作太累了，皱纹又爬上眉头了…如果能有精华素保养保养就好了…,最近工作太累了，皺紋又爬上眉頭了…如果能有精華素保養保養就好了…
4909900,时光的痕迹,時光的痕跡
4909910,一转眼你都这么大了，城镇也有了很多破损的地方需要好好装修一番，你能帮忙炼出来充足的可塑砂泥吗？,一轉眼你都這麼大了，城鎮也有了很多破損的地方需要好好裝修一番，你能幫忙鍊出來充足的可塑砂泥嗎？
4910000,神秘关系,神秘關係
4910010,这种结晶能做成漂亮的装饰物，你说要是做一个送给洁莉丝她会不会对我温柔点呢?,這種結晶能做成漂亮的裝飾物，你說要是做一個送給潔莉絲她會不會對我溫柔點呢?
4910100,流火,流火
4910110,我只在很小的时候见过流动的火焰，如果工坊能够大量制作的话希望在未来的时间里我还能见到这种奇迹的景色吧！,我只在很小的時候見過流動的火焰，如果工坊能夠大量製作的話希望在未來的時間裏我還能見到這種奇跡的景色吧！
4910200,小小惊喜,小小驚喜
4910210,用来惊吓野兽的道具就决定是没有杀伤力的‘定时炸弹’好了！,用來驚嚇野獸的道具就決定是沒有殺傷力的‘定時炸彈’好了！
4910300,危险课程,危險課程
4910310,成功炼制危险炼成品也是你需要学习的课程之一。但是炼制火龙卷的过程非常危险，如果你准备炼制请务必通知我。,成功鍊製危險鍊成品也是你需要學習的課程之一。但是鍊製火龍卷的過程非常危險，如果你準備鍊製請務必通知我。
4910400,不祥雕塑,不祥雕塑
4910410,这种石像上为什么散发着极度不祥的气息呢，究竟是为何呢希望工坊能提供给学院一批用于研究。,這種石像上為什麼散發著極度不祥的氣息呢，究竟是為何呢希望工坊能提供給學院一批用於研究。
4910500,追溯往事,追溯往事
4910510,村里的孩子们都不知道这神像代表的苦难故事，是时候讲给他们听让他们学会忆苦思甜了。,村裏的孩子們都不知道這神像代表的苦難故事，是時候講給他們聽讓他們學會憶苦思甜了。
4910600,别具一格,別具一格
4910610,听说有些地方信仰蝗虫，好像还有什么仿造蝗虫造型的骑士存在，我想调查这个奇怪的文明，请帮我收集一个虫神像吧！,聽說有些地方信仰蝗蟲，好像還有什麼仿造蝗蟲造型的騎士存在，我想調查這個奇怪的文明，請幫我收集一個蟲神像吧！
4910700,时乃黄金,時乃黃金
4910710,最近的学生们好像都不太守时啊，也许学院需要一些手段来惩治他们了。,最近的學生們好像都不太守時啊，也許學院需要一些手段來懲治他們了。
4910800,严厉导师,嚴厲導師
4910810,只有充分理解原理才能避免错误的发生，这次的课题需要在我的监督下完成，你准备好了记得来学院找我。,只有充分理解原理才能避免錯誤的發生，這次的課題需要在我的監督下完成，你準備好了記得來學院找我。
4910900,心有所想,心有所想
4910910,我爸爸让我来买贝壳粉，尽管十分漂亮但我其实更喜欢珍珠粉多一点。,我爸爸讓我來買貝殼粉，儘管十分漂亮但我其實更喜歡珍珠粉多一點。
4911000,女生的收集,女生的收集
4911010,爱美的女生项链可不能少，尽管我已经有很多项链了，但这条项链我也好想要！,愛美的女生項鏈可不能少，儘管我已經有很多項鏈了，但這條項鏈我也好想要！
4911100,打扮的开端,打扮的開端
4911110,这条项链很棒哦，要不你来试试带带看。别害羞啦！女生要学会打扮自己。,這條項鏈很棒哦，要不你來試試帶帶看。別害羞啦！女生要學會打扮自己。
4911200,被迫化妆,被迫化妝
4911210,珍珠粉是很棒的美白化妆品哦，我教你要这样擦脸上。别动！,珍珠粉是很棒的美白化妝品哦，我教你要這樣擦臉上。別動！
4911300,小意外,小意外
4911310,你这有新炼制出来的化石粉吗，上次刮风天我没注意把它摆在外面，现在已经被吹得所剩无几了。,你這有新鍊製出來的化石粉嗎，上次颳風天我沒注意把它擺在外面，現在已經被吹得所剩無幾了。
4911400,父爱礼物,父愛禮物
4911410,我女儿似乎很喜欢日光粉，这次我想多带一点送给她。,我女兒似乎很喜歡日光粉，這次我想多帶一點送給她。
4911500,败絮其中,敗絮其中
4911510,我们许多农具多多少少出现了断裂与豁口，所以我们需要一些研磨粉来翻新这些不中用的器具。,我們許多農具多多少少出現了斷裂與豁口，所以我們需要一些研磨粉來翻新這些不中用的器具。
4911600,偷心宝珠,偷心寶珠
4911610,多么美丽的宝珠啊！幽邃又绚丽的颜色仿佛勾走了我的心，请再多给我几颗。,多麼美麗的寶珠啊！幽邃又絢麗的顏色仿佛勾走了我的心，請再多給我幾顆。
4911700,高雅的装饰,高雅的裝飾
4911710,我的新衣服究竟搭配什么才最靓丽呢…珍珠？不！要最好的珍珠！,我的新衣服究竟搭配什麼才最靚麗呢…珍珠？不！要最好的珍珠！
4911800,炼金的残骸,鍊金的殘骸
4911810,露西姆有没有见过那种黑黑的粉末，一点就会轰的爆炸的东西？我听说炼金术师们制作失败时就会产出这种东西来着呀……,露西姆有沒有見過那種黑黑的粉末，一點就會轟的爆炸的東西？我聽說鍊金術師們製作失敗時就會產出這種東西來著呀……
4911900,虫子恐惧症,蟲子恐懼症
4911910,我想研究下这种焦炭虫的结构。但记得给我的时候一定要放在笼子里面，不要随手放我手上！,我想研究下這種焦炭蟲的結構。但記得給我的時候一定要放在籠子裏面，不要隨手放我手上！
4912000,寒霜预警,寒霜預警
4912010,最近天气变冷了，果树需要熏烟防止霜冻。但事先准备的草堆还不够，麻烦再帮忙炼制一些。,最近天氣變冷了，果樹需要熏煙防止霜凍。但事先準備的草堆還不夠，麻煩再幫忙鍊製一些。
4912100,寒霜来袭,寒霜來襲
4912110,这突然而来的寒流一下子让果树结霜了，我们现在就需要燃烧草堆来升温。抓紧时间啊！,這突然而來的寒流一下子讓果樹結霜了，我們現在就需要燃燒草堆來升溫。抓緊時間啊！
4912200,不详之物,不詳之物
4912210,听说你炼制出了不详之物，把它们交给我吧，我来去除它们的不详之气。,聽說你鍊製出了不詳之物，把它們交給我吧，我來去除它們的不詳之氣。
4912300,野外陷阱,野外陷阱
4912310,野外求生需要准备一些小陷阱，听说你炼制出了砂蔓牢笼，可以给我几个吗？,野外求生需要準備一些小陷阱，聽說你鍊製出了砂蔓牢籠，可以給我幾個嗎？
4912400,热带风暴,熱帶風暴
4912410,听说大陆最近有一种新奇的宝石可以唤来干热的风旋，这么神奇的东西我也想要一个！,聽說大陸最近有一種新奇的寶石可以喚來幹熱的風旋，這麼神奇的東西我也想要一個！
4912500,深海世界,深海世界
4912510,来自深海的味道让人十分容易沉醉~如果家里能放一些海晶打造的东西该有多好呀~,來自深海的味道讓人十分容易沉醉~如果家裏能放一些海晶打造的東西該有多好呀~
4912600,猎人的智慧,獵人的智慧
4912610,最近那些狼瓘的数量越来越多了，如果不及时处理的话可能会有大问题。,最近那些狼瓘的數量越來越多了，如果不及時處理的話可能會有大問題。
4912700,微弱的照明,微弱的照明
4912710,最近的天气很阴沉啊，连星星都很难见到了，如果能有些荧光粉装饰这样的夜空的话…,最近的天氣很陰沉啊，連星星都很難見到了，如果能有些螢光粉裝飾這樣的夜空的話…
4912800,身份象征,身份象徵
4912810,露西姆，村里的老人说手里总是少点家伙事，你看能不能给他们整几根拐杖凑活凑活？,露西姆，村裏的老人說手裏總是少點傢伙事，你看能不能給他們整幾根拐杖湊活湊活？
4912900,平安之绳,平安之繩
4912910,你能帮我炼制一根生命之绳吗？我想给莫多带着，希望这跟绳子能保佑他的平安，不要再做那些危险的事了。,你能幫我鍊製一根生命之繩嗎？我想給莫多帶著，希望這跟繩子能保佑他的平安，不要再做那些危險的事了。
4913000,选中之人,選中之人
4913010,这根项链寄托着人们的情感，是很强大的炼成品。我想把它送给一个特别的人。,這根項鏈寄託著人們的情感，是很強大的鍊成品。我想把它送給一個特別的人。
4913100,畅销老品,暢銷老品
4913110,果然在这座岛上，就属我家的黄金麦酒最为畅销了！但是我自己一个人是在酿不过来啊…,果然在這座島上，就屬我家的黃金麥酒最為暢銷了！但是我自己一個人是在釀不過來啊…
4913200,新配方,新配方
4913210,酒馆需要一些新产品吸引客人，工坊能否给提供一些新奇的思路？,酒館需要一些新產品吸引客人，工坊能否給提供一些新奇的思路？
4913300,圣祈饮食,聖祈飲食
4913310,圣祈日将近，我们需要很多麦粉来制作圣餐…,聖祈日將近，我們需要很多麥粉來製作聖餐…
4913400,神奇植物,神奇植物
4913410,这两种常见植物居然还能融合起来并保留自身的特点，这真的很有趣！,這兩種常見植物居然還能融合起來並保留自身的特點，這真的很有趣！
4913500,新品,新品
4913510,大家总是不满足老口味的酒水，不知道工坊有没有什么合适的办法…,大家總是不滿足老口味的酒水，不知道工坊有沒有什麼合適的辦法…
4913600,创意新品,創意新品
4913610,之前的酒水大受欢迎！但是大家仿佛还想要口味更好的饮品…,之前的酒水大受歡迎！但是大家仿佛還想要口味更好的飲品…
4913700,美味秘诀,美味秘訣
4913710,最近酒馆的甜辣酱不太够用了，很多料理都需要用到甜辣酱，再不补充的话酒馆就要停业啦！,最近酒館的甜辣醬不太夠用了，很多料理都需要用到甜辣醬，再不補充的話酒館就要停業啦！
4913800,养鸟少女,養鳥少女
4913810,我想养只小鸟，听说你研究出了鸟笼的炼制办法我就过来了。你能帮我炼制一个漂亮的鸟笼吗？,我想養只小鳥，聽說你研究出了鳥籠的鍊製辦法我就過來了。你能幫我鍊製一個漂亮的鳥籠嗎？
4913900,新的体验,新的體驗
4913910,听说工坊新研究了几款炼成品，给我也康康！,聽說工坊新研究了幾款鍊成品，給我也康康！
4914000,仰望星空,仰望星空
4914010,怎么才能在料理中增加星空的感觉呢？只用鱼头的话难免不太明确…,怎麼才能在料理中增加星空的感覺呢？只用魚頭的話難免不太明確…
4914100,年久失修,年久失修
4914110,好多用来加固的绳子都磨损了，小镇需要一批新的强韧绳子来加固房屋。,好多用來加固的繩子都磨損了，小鎮需要一批新的強韌繩子來加固房屋。
4914200,不灭火光,不滅火光
4914210,我需要一种能够放在十字路口用的燃烧很久的照明工具，一切都拜托工坊啦！,我需要一種能夠放在十字路口用的燃燒很久的照明工具，一切都拜託工坊啦！
4914300,新金属,新金屬
4914310,工坊好像发现了一种新的生物啊，借助这种新的生物也许能完成对矿石的提炼呢，如果可以的话我也想见见这些新的金属。,工坊好像發現了一種新的生物啊，借助這種新的生物也許能完成對礦石的提鍊呢，如果可以的話我也想見見這些新的金屬。
4914400,虫子大餐,蟲子大餐
4914410,格林先生说过野外求生要克服吃虫子的恐惧，为了成为一个男人我也要学会吃虫子！麻烦给我准备一顿虫子大餐。,格林先生說過野外求生要克服吃蟲子的恐懼，為了成為一個男人我也要學會吃蟲子！麻煩給我準備一頓蟲子大餐。
4914500,风味蚯蚓,風味蚯蚓
4914510,甜味和原味的蚯蚓干已经不能满足冒险者们的胃口啦，拜托工坊开发一些辣味的蚯蚓干来满足冒险者的胃口啦！,甜味和原味的蚯蚓幹已經不能滿足冒險者們的胃口啦，拜託工坊開發一些辣味的蚯蚓幹來滿足冒險者的胃口啦！
4914600,易燃易爆炸,易燃易爆炸
4914610,我需要一些烈焰火球作为狩猎的工具。哦对了，你在炼制的时候一定要小心别误伤了自己！,我需要一些烈焰火球作為狩獵的工具。哦對了，你在鍊製的時候一定要小心別誤傷了自己！
4914700,蜂蜜来源,蜂蜜來源
4914710,原来的旧蜂箱承受不住重量垮了，我想要个新蜂箱，最好能坚固一点。,原來的舊蜂箱承受不住重量垮了，我想要個新蜂箱，最好能堅固一點。
4914800,魔法教学,魔法教學
4914810,我也想像魔女一样随手搓光球出来啊！好羡慕啊！好羡慕啊！,我也想像魔女一樣隨手搓光球出來啊！好羡慕啊！好羡慕啊！
4914900,全场焦点,全場焦點
4914910,最棒的项链可能就是这珍珠项链了。只要我带上它，肯定没有男人能从我身上移开视线！嘿嘿嘿……,最棒的項鏈可能就是這珍珠項鏈了。只要我帶上它，肯定沒有男人能從我身上移開視線！嘿嘿嘿……
4937000,格蕾的自述·学者,格蕾的自述·學者
